,SM_MFEA_DaS_rand_percent_00,MFEA_SBX,MTEA_AD,SBS_GA,EBS_GA,LSA_SBX,MaTGA,S-MFEA_SBX,EME-BI
342,0.0,4.3915625,21.364570999999998,0.0022259999999999997,0.003382999999999998,0.0,0.024147,0.0,0.0
343,113.99960020880745,568.8804297000001,30727.14887599999,373.0840559999998,357.6497689999998,149.17502456666668,95.06059000000003,85.62227460000001,138.50703446666662
344,8.534499949380157,39.223109433333335,42.643293999999976,1.7454260000000004,3.6936189999999987,7.6078787666666665,2.946171000000002,8.317575033333334,2.4403513
345,0.0,4.284041433333334,21.369364000000008,0.0021629999999999987,0.0035700000000000007,0.0,0.048578,0.0,0.0
346,97.87675207078048,539.2079088666667,30518.369378000007,356.70674999999994,358.40773099999996,173.65751120000002,99.650525,117.72440819999997,104.1024115
347,11.47383103054403,42.762944633333326,42.69911499999998,2.0604950000000013,3.7344769999999987,8.709703366666666,2.907751,10.6105373,3.1190443333333344
348,0.0,4.235068000000001,21.377176,0.0022580000000000013,0.003212999999999998,0.0,0.034756,0.0,0.0
349,103.0742547470608,519.9276077,30683.39733299998,343.341074,353.9239959999997,174.9147525,98.63801800000006,109.33485026666668,87.33436549999998
350,160.02349442031573,16784.669710399998,6299168495.661681,527.1764490000004,492.53707500000013,206.50641146666666,332.2201370000002,313.1388749333334,294.6333841333334
351,0.0,20.068160799999998,21.423592999999993,0.0039320000000000015,0.09125000000000004,0.0,0.02107,0.0,0.0
352,125.09810616035188,577.2356438333334,36102.56654799998,326.08215899999976,365.072732,156.57784996666666,94.72241699999996,103.66891383333335,110.04595693333334
353,0.0,0.37307753333333327,38.035309,0.0008009999999999997,0.0008449999999999996,0.0007389333333333334,0.006342000000000005,0.0002465333333333333,0.0
354,16.740996892590836,50.134477499999996,42.913391000000026,2.7675420000000006,4.642432000000001,13.850227600000002,4.255885000000003,14.788430466666664,9.999569233333336
355,109.50253816558046,24445.619559133327,6478741233.734294,861.8111439999996,175.4489560000001,381.29384903333334,117.80009800000006,121.46342469999999,156.21421866666665
356,0.0,19.517183966666664,21.407283000000003,0.002928,0.005982999999999998,0.0,0.03161199999999998,0.0,0.0
357,115.14965454781925,561.8337348333333,36053.08947100001,360.07880400000005,354.13718800000004,185.92546483333336,102.68823100000006,128.42421326666667,113.44549873333331
358,0.0,0.3667682,38.92562399999998,0.0007589999999999996,0.0007610000000000002,0.0002465333333333333,0.006299,0.0,0.0
359,15.08358413813102,49.64633766666667,42.04706699999998,4.826218999999999,4.732439999999998,16.9554054,5.853708000000002,14.546563133333333,10.219606666666667
360,94.68350158410567,35681.720937433325,5878652035.172393,154.39913299999992,280.0389290000001,304.72016996666673,89.84756199999997,97.19290470000001,196.26761226666667
361,0.0,19.5136895,21.404274999999988,0.0034470000000000013,0.7254850000000002,0.0,0.02579799999999999,0.0,0.0
362,130.13977140248812,591.641393766667,34290.923444999986,362.8173170000002,372.79876999999993,174.07255720000003,94.21481099999998,102.672859,134.94482766666664
363,0.0,0.36299753333333334,36.07980999999998,0.0008930000000000005,0.000643,0.0,0.005977000000000001,0.0002465333333333333,0.0
364,17.40013480246286,49.20976726666666,42.71894999999997,4.627022999999998,5.510444000000004,18.117352866666668,4.7997330000000025,16.500673700000004,13.269291199999998
365,439.8345951494182,10716.913727566665,7498723271.754923,604.0531759999999,806.4686330000003,685.817949233333,488.5373670000003,489.6244722000001,634.5530279000001
366,0.0,20.057102199999996,21.38881800000001,0.0030889999999999993,0.045394000000000004,0.0,0.02752100000000001,0.0,0.0
367,89.88159296646865,585.6645759,39018.15852899999,372.69507100000004,363.6561849999999,214.5573024,90.57755399999998,94.37480066666667,192.7658888
368,0.000328822725383963,0.34080540000000004,37.398561999999984,0.001093,0.0006889999999999999,0.0002465333333333333,0.006052000000000001,0.0,0.0
369,16.54000431092984,50.162177133333344,42.87131500000001,4.037924000000003,3.7732299999999985,15.44710803333333,4.949765999999999,16.598075299999998,9.164479100000001
370,93.66373706545708,84385.23415463333,6831722141.5929575,89.64217999999998,129.60410200000013,49.65124580000001,52.448090999999984,47.8350898,129.7457623666667
371,0.0,20.034479966666666,21.410061,0.0036090000000000007,0.22133999999999993,0.0,0.03203900000000001,0.0,0.0
372,97.13855747474163,577.0981385000001,36553.78794399999,359.31785499999995,352.3424950000001,168.7616873333333,101.398544,114.61101889999999,155.16849223333338
373,0.00032882268983120967,0.34683110000000006,37.59615199999999,0.0019930000000000013,0.0005940000000000005,0.0,0.007385000000000002,0.0,0.0
374,15.008631007054982,52.390010666666655,42.22514900000001,3.3237589999999995,4.909244,18.159959533333332,4.082824000000001,16.05710686666667,10.551612133333334
375,321.5607870825195,6258.524799099998,6712648500.446076,723.9411450000003,424.7213119999998,866.0423351666666,413.59852099999995,444.93121486666666,337.90304729999997
376,0.0,20.052971699999997,21.376726999999995,0.003502000000000001,0.014496999999999994,0.0,0.021746000000000005,0.0,0.0
377,140.22299937134346,582.8329235,35057.138379,351.7926380000001,367.59678800000006,206.87197586666667,92.69996499999996,127.88595810000001,183.12542000000005
378,0.0,0.3468418666666667,38.005717999999995,0.0007610000000000002,0.0008790000000000003,0.0,0.006163000000000001,0.0002465333333333333,0.0
379,15.711956326642358,51.3204588,42.51425199999996,3.102279,3.8180660000000013,16.15795416666667,4.706515999999996,18.319410566666665,10.3518029
380,764.2602019472579,18247.318808266664,6564162712.405242,981.168554,467.0651940000002,401.70149003333336,557.0214500000001,405.7668786666665,825.6744466333331
381,0.0,20.046535199999997,21.412466999999996,0.004055000000000002,0.16385499999999995,0.0,0.03600199999999999,0.0,0.0
382,95.99943731863137,603.2848829333335,35825.821198,353.7374280000002,374.6278280000001,172.10197626666667,99.149594,79.81497903333334,141.03009063333334
383,0.0,0.3701163,37.58178699999999,0.0014329999999999992,0.0006169999999999998,0.0,0.008246000000000002,0.0,0.0
384,16.923613595866716,50.328678700000005,42.534522,4.150526,3.8956510000000004,17.668135366666668,5.776998000000001,15.059738433333335,10.066724933333335
385,478.5305793007097,8730.437359533333,5081660876.719468,1476.0626699999996,764.9947839999999,1260.1838418999998,601.1309280000003,249.99902346666664,134.07785116666665
386,0.0,20.063410533333332,21.398408000000007,0.003391000000000001,0.6527369999999998,0.0,0.026353999999999992,0.0,0.0
387,73.53012019227121,562.7455001000001,37130.409949,374.696301,370.011477,251.52794250000002,100.092302,74.02596913333336,136.66112553333335
388,0.0,0.35960296666666663,37.08856500000001,0.0008419999999999998,0.0006180000000000002,0.0002465333333333333,0.0074829999999999975,0.0,0.0
389,16.00422943868372,50.10080376666668,42.50457600000002,4.022823000000002,3.418772000000001,17.295597366666662,4.131088000000002,15.772692500000002,11.088742666666665
390,305.6942098575169,5744.402313833333,6202478542.129973,524.3680650000002,557.7671069999998,897.4549525000001,671.7580220000003,319.0217547000001,551.4849985333333
391,0.0,20.07744753333333,21.407243999999995,0.003691,0.1888990000000001,0.0,0.021043,0.0,0.0
392,104.58169393888221,579.7241792333333,35280.104551999975,373.88441099999983,365.6980770000002,195.00912633333334,102.36341399999996,127.71999223333334,129.84172533333333
393,0.0002465355803428548,0.3475796333333333,35.66889300000002,0.0007209999999999996,0.000657,0.0,0.006695000000000005,0.0004930666666666667,0.0002465333333333333
394,14.475722454274008,49.6015509,42.630430000000004,4.038448000000002,3.3309820000000014,15.333179600000001,3.524435999999999,14.969840233333334,9.156370233333332
395,57.78278696539487,14968.663994300003,6400765977.873872,176.16456999999994,194.40149300000002,180.59559870000004,86.21061300000002,256.08665346666663,276.8829618666667
396,0.0,20.038568966666666,21.406584999999993,0.003434999999999998,1.1205070000000001,0.0,0.025190999999999995,0.0,0.0
397,79.5930247687325,573.3369975666666,36860.79623900002,367.91128899999984,366.53695499999975,185.41310336666663,92.374919,97.07776793333333,166.99789523333337
